created_at,SUHU,KELEMBABAN,IRRADIATION,DEBU,ARUS,TEGANGAN,TANGGAL,JAM
2023-07-1005:00:00,24.6,85.0,19.16667,211.2793,3.3,2.90434,2023-07-10,05:00
2023-07-1005:10:00,24.5,87.0,136.66666,148.19336,4.5,3.85276,2023-07-10,05:10
2023-07-1005:20:00,24.7,87.0,333.33331,139.0625,21.2,18.75012,2023-07-10,05:20
2023-07-1005:30:00,25.0,85.0,1370.0,178.90625,27.0,21.93437,2023-07-10,05:30
2023-07-1005:40:00,25.3,84.0,2323.33325,322.50977,24.8,22.63844,2023-07-10,05:40
2023-07-1005:50:00,25.9,84.0,3551.6665,319.18945,24.9,23.18649,2023-07-10,05:50
2023-07-1006:00:00,26.0,82.0,4303.33301,205.46875,24.9,23.59456,2023-07-10,06:00
2023-07-1006:10:00,26.5,81.0,4855.83301,323.33984,24.7,23.19849,2023-07-10,06:10
2023-07-1006:20:00,27.3,79.0,4870.0,149.02344,24.9,22.84245,2023-07-10,06:20
2023-07-1006:30:00,27.4,76.0,4634.1665,290.13672,24.5,22.76646,2023-07-10,06:30
2023-07-1006:40:00,27.8,75.0,3920.83325,359.86328,24.0,23.09848,2023-07-10,06:40
2023-07-1006:50:00,28.6,72.0,3953.33325,171.43555,24.9,22.86249,2023-07-10,06:50
2023-07-1007:00:00,29.2,72.0,4535.0,340.77148,27.3,22.98648,2023-07-10,07:00
2023-07-1007:10:00,29.6,70.0,5751.6665,99.21875,24.8,23.14968,2023-07-10,07:10
2023-07-1007:20:00,30.4,68.0,7429.1665,298.4375,25.2,22.72252,2023-07-10,07:20
2023-07-1007:30:00,31.6,67.0,8540.83301,125.78125,26.8,22.92253,2023-07-10,07:30
2023-07-1007:40:00,32.4,66.0,9386.66602,217.08984,28.5,22.88251,2023-07-10,07:40
2023-07-1007:50:00,33.4,64.0,10611.66602,261.91406,25.5,22.82249,2023-07-10,07:50
2023-07-1008:00:00,34.7,60.0,11630.0,214.59961,28.3,22.84251,2023-07-10,08:00
2023-07-1008:10:00,35.1,58.0,12997.49902,196.33789,25.5,22.75847,2023-07-10,08:10
2023-07-1008:20:00,35.4,58.0,14608.33301,214.59961,29.3,22.9505,2023-07-10,08:20
2023-07-1008:30:00,36.8,54.0,16134.16602,173.0957,26.4,22.22649,2023-07-10,08:30
2023-07-1008:40:00,36.0,53.0,18225.0,267.72461,24.5,22.57448,2023-07-10,08:40
2023-07-1008:50:00,35.3,54.0,20459.16602,222.90039,25.0,22.5625,2023-07-10,08:50
2023-07-1009:00:00,35.9,53.0,23030.83203,247.80273,28.3,22.8145,2023-07-10,09:00
2023-07-1009:10:00,37.8,51.0,25791.66602,305.9082,25.5,22.41849,2023-07-10,09:10
2023-07-1009:20:00,38.4,51.0,27986.66602,99.21875,28.2,22.56648,2023-07-10,09:20
2023-07-1009:30:00,37.1,50.0,30195.83203,316.69922,25.0,22.35049,2023-07-10,09:30
2023-07-1009:40:00,38.2,50.0,32661.66602,321.67969,22.1,22.67067,2023-07-10,09:40
2023-07-1009:50:00,38.4,51.0,37014.16406,148.19336,28.4,22.22246,2023-07-10,09:50
2023-07-1010:00:00,38.2,50.0,38790.83203,263.57422,24.6,22.53043,2023-07-10,10:00
2023-07-1010:10:00,37.2,51.0,43864.16406,103.36914,25.7,22.67445,2023-07-10,10:10
2023-07-1010:20:00,38.4,51.0,46142.5,201.31836,26.9,22.35443,2023-07-10,10:20
2023-07-1010:30:00,37.8,51.0,47331.66406,202.97852,24.6,22.27445,2023-07-10,10:30
2023-07-1010:40:00,38.3,51.0,52870.83203,169.77539,24.4,22.14246,2023-07-10,10:40
2023-07-1010:50:00,36.8,52.0,54612.49609,218.75,24.9,22.53048,2023-07-10,10:50
2023-07-1011:00:00,36.8,53.0,54612.49609,224.56055,24.7,22.36246,2023-07-10,11:00
2023-07-1011:10:00,36.9,53.0,54612.49609,353.22266,27.3,22.58974,2023-07-10,11:10
2023-07-1011:20:00,37.0,53.0,54612.49609,269.38477,28.3,22.25845,2023-07-10,11:20
2023-07-1011:30:00,36.9,54.0,54612.49609,312.54883,28.0,22.50647,2023-07-10,11:30
2023-07-1011:40:00,36.1,54.0,54612.49609,258.59375,28.2,22.63445,2023-07-10,11:40
2023-07-1011:50:00,36.4,51.0,54612.49609,213.76953,27.4,22.47049,2023-07-10,11:50
2023-07-1012:00:00,35.6,53.0,54612.49609,210.44922,22.9,22.95459,2023-07-10,12:00
2023-07-1012:10:00,35.6,52.0,54612.49609,296.77734,24.6,22.54248,2023-07-10,12:10
2023-07-1012:20:00,36.8,53.0,54612.49609,98.38867,25.1,22.7825,2023-07-10,12:20
2023-07-1012:30:00,36.7,54.0,54612.49609,330.81055,28.4,22.8065,2023-07-10,12:30
2023-07-1012:40:00,37.8,54.0,54612.49609,183.88672,25.1,22.45848,2023-07-10,12:40
2023-07-1012:50:00,36.8,54.0,54612.49609,134.91211,28.7,22.55846,2023-07-10,12:50
2023-07-1013:00:00,36.7,55.0,54612.49609,256.10352,28.7,22.76249,2023-07-10,13:00
2023-07-1013:10:00,37.1,53.0,42260.0,281.00586,24.3,22.61445,2023-07-10,13:10
2023-07-1013:20:00,37.0,54.0,28819.16602,337.45117,25.1,22.25446,2023-07-10,13:20
2023-07-1013:30:00,37.7,51.0,37227.5,202.97852,24.6,22.27846,2023-07-10,13:30
2023-07-1013:40:00,38.0,53.0,42419.16406,297.60742,24.6,22.27448,2023-07-10,13:40
2023-07-1013:50:00,37.4,53.0,34260.83203,178.90625,24.9,22.10246,2023-07-10,13:50
2023-07-1014:00:00,36.8,52.0,26529.16602,300.09766,24.3,21.96643,2023-07-10,14:00
2023-07-1014:10:00,37.2,52.0,30933.33203,299.26758,24.8,22.41052,2023-07-10,14:10
2023-07-1014:20:00,36.8,53.0,36143.33203,144.04297,28.1,22.54246,2023-07-10,14:20
2023-07-1014:30:00,36.2,54.0,27476.66602,199.6582,24.5,22.41043,2023-07-10,14:30
2023-07-1014:40:00,36.0,54.0,24502.5,227.05078,28.0,22.30245,2023-07-10,14:40
2023-07-1014:50:00,34.3,58.0,7773.33301,293.45703,24.0,21.5184,2023-07-10,14:50
2023-07-1015:00:00,34.1,60.0,7860.83301,324.16992,23.3,21.86641,2023-07-10,15:00
2023-07-1015:10:00,34.8,60.0,20670.83203,194.67773,24.4,22.33047,2023-07-10,15:10
2023-07-1015:20:00,34.0,60.0,18658.998827000003,429.58984,24.3,22.00242,2023-07-10,15:20
2023-07-1015:30:00,34.3,59.0,16647.165624,7.91016,24.0,21.61437,2023-07-10,15:30
2023-07-1015:40:00,33.4,59.0,14635.332421,173.92578,23.3,21.10636,2023-07-10,15:40
2023-07-1015:50:00,32.4,61.0,12623.499218,427.09961,23.7,21.11833,2023-07-10,15:50
2023-07-1016:00:00,32.6,62.0,10611.666015,224.56055,23.3,20.8943,2023-07-10,16:00
2023-07-1016:10:00,32.1,62.0,8599.832812,165.625,26.5,20.83357,2023-07-10,16:10
2023-07-1016:20:00,31.6,62.0,6587.999609,161.47461,23.0,19.93425,2023-07-10,16:20
2023-07-1016:30:00,31.0,65.0,4576.166406,373.97461,8.4,4.93285,2023-07-10,16:30
2023-07-1016:40:00,30.7,65.0,2564.3332029999983,269.38477,22.5,5.91293,2023-07-10,16:40
2023-07-1016:50:00,30.6,65.0,552.5,260.25391,24.1,15.74926,2023-07-10,16:50
2023-07-1017:00:00,30.0,66.0,240.83333,136.57227,4.0,3.62073,2023-07-10,17:00
2023-07-1105:00:00,24.1,84.0,11.66667,179.73633,3.6,3.30837,2023-07-11,05:00
2023-07-1105:10:00,24.1,83.0,75.0,402.19727,3.7,3.62053,2023-07-11,05:10
2023-07-1105:20:00,24.0,83.0,270.83331,102.53906,23.3,17.46203,2023-07-11,05:20
2023-07-1105:30:00,24.1,83.0,701.66663,176.41602,23.5,21.33829,2023-07-11,05:30
2023-07-1105:40:00,24.3,84.0,1210.83325,168.11523,23.5,21.9307,2023-07-11,05:40
2023-07-1105:50:00,24.1,81.0,1834.99988,186.37695,24.4,22.41846,2023-07-11,05:50
2023-07-1106:00:00,24.6,81.0,2410.0,315.86914,24.8,22.65447,2023-07-11,06:00
2023-07-1106:10:00,25.3,80.0,3000.0,281.83594,24.6,22.94249,2023-07-11,06:10
2023-07-1106:20:00,25.3,78.0,3605.83325,324.16992,28.9,23.09451,2023-07-11,06:20
2023-07-1106:30:00,26.0,76.0,4425.83301,246.97266,24.9,23.10253,2023-07-11,06:30
2023-07-1106:40:00,26.3,75.0,5145.83301,175.58594,24.9,23.25854,2023-07-11,06:40
2023-07-1106:50:00,26.9,75.0,5084.1665,311.71875,25.3,23.19452,2023-07-11,06:50
2023-07-1107:00:00,27.4,75.0,5723.33301,166.45508,25.3,23.33853,2023-07-11,07:00
2023-07-1107:10:00,28.3,72.0,8585.83301,152.34375,25.3,23.23451,2023-07-11,07:10
2023-07-1107:20:00,29.3,70.0,9372.5,231.20117,25.3,23.30249,2023-07-11,07:20
2023-07-1107:30:00,30.0,67.0,8511.66602,308.39844,24.8,22.98651,2023-07-11,07:30
2023-07-1107:40:00,31.8,65.0,10756.66602,383.93555,28.7,23.21855,2023-07-11,07:40
2023-07-1107:50:00,32.1,62.0,12430.83301,143.21289,27.0,23.17056,2023-07-11,07:50
2023-07-1108:00:00,33.0,63.0,13578.33301,216.25977,28.0,23.29859,2023-07-11,08:00
2023-07-1108:10:00,34.0,60.0,15079.99902,137.40234,25.6,23.07856,2023-07-11,08:10
2023-07-1108:20:00,33.4,60.0,14720.83301,192.1875,24.8,22.92654,2023-07-11,08:20
2023-07-1108:30:00,33.2,61.0,15435.83301,286.81641,25.4,22.74657,2023-07-11,08:30
2023-07-1108:40:00,33.1,61.0,17349.16602,591.45508,28.5,22.89851,2023-07-11,08:40
2023-07-1108:50:00,33.0,60.0,19290.0,311.71875,25.5,22.90655,2023-07-11,08:50
2023-07-1109:00:00,33.6,60.0,21720.0,292.62695,25.4,22.90253,2023-07-11,09:00
2023-07-1109:10:00,33.3,59.0,20901.66602,222.90039,29.0,23.12258,2023-07-11,09:10
2023-07-1109:20:00,34.2,60.0,30026.66602,123.29102,25.3,22.96254,2023-07-11,09:20
2023-07-1109:30:00,34.0,60.0,23819.16602,287.64648,25.2,22.83089,2023-07-11,09:30
2023-07-1109:40:00,34.4,59.0,25156.66602,250.29297,25.2,22.89053,2023-07-11,09:40
2023-07-1109:50:00,34.8,57.0,31533.33203,297.60742,25.1,22.81452,2023-07-11,09:50
2023-07-1110:00:00,35.7,56.0,38102.5,324.16992,29.2,22.84654,2023-07-11,10:00
2023-07-1110:10:00,37.2,56.0,31144.99805,148.19336,24.7,22.31447,2023-07-11,10:10
2023-07-1110:20:00,36.0,56.0,29040.83203,292.62695,25.0,22.27849,2023-07-11,10:20
2023-07-1110:30:00,35.1,55.0,12939.16602,256.10352,25.0,21.63043,2023-07-11,10:30
2023-07-1110:40:00,36.2,55.0,41673.33203,207.95898,25.7,22.81454,2023-07-11,10:40
2023-07-1110:50:00,37.7,54.0,47035.83203,56.88477,25.5,22.54249,2023-07-11,10:50
2023-07-1111:00:00,38.1,53.0,48794.16406,179.73633,24.9,22.4305,2023-07-11,11:00
2023-07-1111:10:00,38.2,53.0,51371.66406,101.70898,25.1,22.38649,2023-07-11,11:10
2023-07-1111:20:00,38.6,52.0,53845.83203,339.94141,24.8,22.29848,2023-07-11,11:20
2023-07-1111:30:00,37.6,51.0,53094.16406,189.69727,28.5,22.6825,2023-07-11,11:30
2023-07-1111:40:00,38.0,51.0,49372.49609,278.51562,24.9,22.17451,2023-07-11,11:40
2023-07-1111:50:00,36.7,50.0,49199.16406,177.24609,25.2,22.80251,2023-07-11,11:50
2023-07-1112:00:00,36.2,49.0,31187.49805,304.24805,23.6,17.53377,2023-07-11,12:00
2023-07-1112:10:00,36.0,50.0,49549.16406,226.2207,25.1,23.10673,2023-07-11,12:10
2023-07-1112:20:00,36.4,49.0,44547.5,164.79492,25.3,22.65852,2023-07-11,12:20
2023-07-1112:30:00,37.5,51.0,47196.66406,289.30664,25.4,22.6545,2023-07-11,12:30
2023-07-1112:40:00,38.5,51.0,42583.33203,161.47461,24.8,22.52651,2023-07-11,12:40
2023-07-1112:50:00,38.2,52.0,41405.0,234.52148,24.9,22.44648,2023-07-11,12:50
2023-07-1113:00:00,38.5,53.0,38129.16406,121.63086,25.2,22.2945,2023-07-11,13:00
2023-07-1113:10:00,37.4,51.0,23419.16602,352.39258,24.9,22.27451,2023-07-11,13:10
2023-07-1113:20:00,36.3,52.0,19128.33203,152.34375,24.6,22.00646,2023-07-11,13:20
2023-07-1113:30:00,37.2,52.0,18992.5,220.41016,24.9,22.19848,2023-07-11,13:30
2023-07-1113:40:00,36.2,52.0,18502.5,151.51367,24.8,22.21851,2023-07-11,13:40
2023-07-1113:50:00,35.7,53.0,19265.83203,169.77539,24.9,22.2625,2023-07-11,13:50
2023-07-1114:00:00,36.5,52.0,20727.5,125.78125,28.2,22.26644,2023-07-11,14:00
2023-07-1114:10:00,37.1,54.0,29213.33203,232.03125,25.5,22.68256,2023-07-11,14:10
2023-07-1114:20:00,36.3,55.0,18178.33203,174.75586,25.5,22.09048,2023-07-11,14:20
2023-07-1114:30:00,35.0,59.0,19101.66602,378.125,25.1,22.46652,2023-07-11,14:30
2023-07-1114:40:00,34.1,61.0,14902.49902,272.70508,28.8,22.44651,2023-07-11,14:40
2023-07-1114:50:00,34.1,61.0,10985.0,271.875,26.7,22.14648,2023-07-11,14:50
2023-07-1115:00:00,33.5,62.0,9505.83301,260.25391,25.7,22.11743,2023-07-11,15:00
2023-07-1115:10:00,33.1,64.0,7733.33301,245.3125,28.3,22.00248,2023-07-11,15:10
2023-07-1115:20:00,32.2,64.0,6953.33301,170.60547,26.3,22.19448,2023-07-11,15:20
2023-07-1115:30:00,32.1,66.0,7934.1665,240.33203,24.8,22.30675,2023-07-11,15:30
2023-07-1115:40:00,31.8,66.0,6050.0,205.46875,24.4,21.65844,2023-07-11,15:40
2023-07-1115:50:00,31.2,65.0,3893.33325,227.88086,25.0,21.41043,2023-07-11,15:50
2023-07-1116:00:00,31.3,65.0,2839.1665,179.73633,23.9,20.93437,2023-07-11,16:00
2023-07-1116:10:00,30.9,66.0,1925.83325,246.14258,23.1,20.44232,2023-07-11,16:10
2023-07-1116:20:00,30.5,68.0,1564.1666025,285.15625,23.4,20.73061,2023-07-11,16:20
2023-07-1116:30:00,30.4,68.0,1202.499955,276.85547,23.4,20.62632,2023-07-11,16:30
2023-07-1116:40:00,30.1,68.0,840.8333075,207.95898,25.5,19.51824,2023-07-11,16:40
2023-07-1116:50:00,30.0,69.0,479.16666,345.75195,20.7,17.83807,2023-07-11,16:50
2023-07-1117:00:00,29.7,70.0,179.16666,258.59375,4.0,3.63676,2023-07-11,17:00
2023-07-1205:00:00,25.2,86.0,30.0,206.29883,3.7,3.01259,2023-07-12,05:00
2023-07-1205:10:00,25.2,86.0,179.16666,354.05273,8.0,4.34482,2023-07-12,05:10
2023-07-1205:20:00,25.1,87.0,633.33331,295.11719,22.9,19.76226,2023-07-12,05:20
2023-07-1205:30:00,25.5,87.0,1235.0,269.38477,27.5,21.86644,2023-07-12,05:30
2023-07-1205:40:00,25.5,84.0,1819.16663,212.93945,25.2,22.32646,2023-07-12,05:40
2023-07-1205:50:00,25.8,83.0,2195.0,272.70508,24.9,22.61848,2023-07-12,05:50
2023-07-1206:00:00,25.8,81.0,2138.33325,155.66406,25.1,22.69054,2023-07-12,06:00
2023-07-1206:10:00,26.1,80.0,2329.1665,270.21484,24.4,22.79442,2023-07-12,06:10
2023-07-1206:20:00,26.5,80.0,2690.0,285.15625,24.0,22.5664,2023-07-12,06:20
2023-07-1206:30:00,27.5,77.0,3604.99976,212.93945,24.3,22.69842,2023-07-12,06:30
2023-07-1206:40:00,27.6,76.0,4385.83301,287.64648,23.8,23.34274,2023-07-12,06:40
2023-07-1206:50:00,28.0,74.0,3912.49976,289.30664,24.2,23.22235,2023-07-12,06:50
2023-07-1207:00:00,28.5,71.0,4565.0,377.29492,23.9,22.83433,2023-07-12,07:00
2023-07-1207:10:00,29.6,70.0,9664.16602,300.92773,23.5,22.95434,2023-07-12,07:10
2023-07-1207:20:00,30.7,67.0,10890.83301,365.67383,23.5,22.92234,2023-07-12,07:20
2023-07-1207:30:00,31.0,65.0,12135.83301,110.83984,26.2,23.06133,2023-07-12,07:30
2023-07-1207:40:00,32.4,63.0,13662.49902,285.15625,23.7,22.77037,2023-07-12,07:40
2023-07-1207:50:00,33.4,62.0,15633.33301,233.69141,26.9,23.09836,2023-07-12,07:50
2023-07-1208:00:00,34.5,60.0,17280.0,230.37109,22.5,22.75834,2023-07-12,08:00
2023-07-1208:10:00,35.8,58.0,19143.33203,266.89453,25.8,22.72235,2023-07-12,08:10
2023-07-1208:20:00,34.6,60.0,21356.66602,309.22852,23.3,22.58635,2023-07-12,08:20
2023-07-1208:30:00,35.8,58.0,19840.83203,247.80273,23.4,22.37464,2023-07-12,08:30
2023-07-1208:40:00,36.0,56.0,31857.49805,377.29492,23.3,22.66637,2023-07-12,08:40
2023-07-1208:50:00,34.6,58.0,23107.5,285.15625,23.3,22.25432,2023-07-12,08:50
2023-07-1209:00:00,37.0,56.0,34215.0,237.8418,23.8,23.05437,2023-07-12,09:00
2023-07-1209:10:00,35.8,57.0,39072.5,338.28125,24.2,23.23041,2023-07-12,09:10
2023-07-1209:20:00,34.9,58.0,22529.16602,216.25977,23.1,22.37433,2023-07-12,09:20
2023-07-1209:30:00,33.6,59.0,21629.16602,203.80859,27.0,22.17834,2023-07-12,09:30
2023-07-1209:40:00,33.4,60.0,17088.33203,208.78906,26.8,22.59432,2023-07-12,09:40
2023-07-1209:50:00,34.2,59.0,22749.16602,255.27344,27.4,22.85863,2023-07-12,09:50
2023-07-1210:00:00,34.8,60.0,30170.83203,274.36523,23.8,22.80637,2023-07-12,10:00
2023-07-1210:10:00,35.1,59.0,29927.49805,339.11133,26.8,22.73437,2023-07-12,10:10
2023-07-1210:20:00,34.2,59.0,22840.0,116.65039,23.5,22.64234,2023-07-12,10:20
2023-07-1210:30:00,37.1,56.0,54612.49609,205.46875,23.7,22.75836,2023-07-12,10:30
2023-07-1210:40:00,37.1,55.0,52352.49609,178.90625,23.5,22.31433,2023-07-12,10:40
2023-07-1210:50:00,38.4,54.0,54411.66406,296.77734,25.2,22.50634,2023-07-12,10:50
2023-07-1211:00:00,37.7,54.0,53603.33203,10.40039,26.5,22.31033,2023-07-12,11:00
2023-07-1211:10:00,37.8,53.0,53751.66406,313.37891,26.0,22.19032,2023-07-12,11:10
2023-07-1211:20:00,37.8,54.0,54612.49609,285.15625,19.4,22.35833,2023-07-12,11:20
2023-07-1211:30:00,40.3,51.0,24192.5,150.68359,23.5,21.43824,2023-07-12,11:30
2023-07-1211:40:00,38.7,54.0,50869.99609,245.3125,24.7,22.95433,2023-07-12,11:40
2023-07-1211:50:00,37.2,54.0,18076.66602,147.36328,25.5,21.88227,2023-07-12,11:50
2023-07-1212:00:00,34.8,58.0,5845.0,235.35156,22.4,21.14622,2023-07-12,12:00
2023-07-1212:10:00,33.8,60.0,6124.1665,232.86133,25.6,21.62627,2023-07-12,12:10
2023-07-1212:20:00,34.0,59.0,5234.1665,308.39844,29.0,9.92118,2023-07-12,12:20
2023-07-1212:30:00,32.6,62.0,7612.49951,200.48828,21.9,22.24632,2023-07-12,12:30
2023-07-1212:40:00,32.4,63.0,20098.33203,165.625,26.8,23.04639,2023-07-12,12:40
2023-07-1212:50:00,32.8,63.0,15737.49902,230.37109,23.4,22.44637,2023-07-12,12:50
2023-07-1213:00:00,33.3,63.0,18656.66602,311.71875,27.3,22.77434,2023-07-12,13:00
2023-07-1213:10:00,33.9,62.0,40343.33203,281.83594,26.4,23.5024,2023-07-12,13:10
2023-07-1213:20:00,34.6,60.0,19462.5,331.64062,23.2,22.47033,2023-07-12,13:20
2023-07-1213:30:00,34.7,60.0,22790.0,311.71875,25.7,22.32233,2023-07-12,13:30
2023-07-1213:40:00,34.3,60.0,11125.0,329.98047,24.1,21.71828,2023-07-12,13:40
2023-07-1213:50:00,33.5,62.0,14613.33301,292.62695,26.7,22.51429,2023-07-12,13:50
2023-07-1214:00:00,35.5,59.0,30741.66602,276.85547,25.1,22.63433,2023-07-12,14:00
2023-07-1214:10:00,33.2,62.0,9139.16602,152.34375,10.1,20.37427,2023-07-12,14:10
2023-07-1214:20:00,33.4,63.0,7235.83301,218.75,22.7,21.67828,2023-07-12,14:20
2023-07-1214:30:00,32.3,63.0,7758.33301,189.69727,23.0,21.79435,2023-07-12,14:30
2023-07-1214:40:00,31.8,65.0,8932.5,283.49609,23.5,22.4423,2023-07-12,14:40
2023-07-1214:50:00,31.3,65.0,5194.1665,194.67773,25.7,21.44625,2023-07-12,14:50
2023-07-1215:00:00,30.2,68.0,2502.5,323.33984,25.6,20.91021,2023-07-12,15:00
2023-07-1215:10:00,30.1,69.0,4151.6665,158.1543,25.5,21.48226,2023-07-12,15:10
2023-07-1215:20:00,30.1,68.0,2800.83325,169.77539,22.4,21.25831,2023-07-12,15:20
2023-07-1215:30:00,30.1,68.0,1475.83325,178.07617,22.6,20.17412,2023-07-12,15:30
2023-07-1215:40:00,30.2,68.0,3443.33325,181.39648,22.2,21.47024,2023-07-12,15:40
2023-07-1215:50:00,30.4,68.0,5500.83301,154.00391,22.8,21.95438,2023-07-12,15:50
2023-07-1216:00:00,30.0,68.0,3958.33325,98.38867,10.7,5.65687,2023-07-12,16:00
2023-07-1216:10:00,29.7,70.0,1510.0,90.08789,8.0,19.90211,2023-07-12,16:10
2023-07-1216:20:00,29.7,70.0,868.33331,164.79492,7.8,18.95804,2023-07-12,16:20
2023-07-1216:30:00,29.5,70.0,761.66663,360.69336,20.1,18.34197,2023-07-12,16:30
2023-07-1216:40:00,29.4,70.0,685.83331,353.22266,19.7,18.20198,2023-07-12,16:40
2023-07-1216:50:00,29.0,70.0,565.83331,124.95117,19.5,18.16597,2023-07-12,16:50
2023-07-1217:00:00,29.0,72.0,155.83333,258.59375,3.8,3.58849,2023-07-12,17:00
2023-07-1305:00:00,25.9,92.0,9.16667,290.13672,2.2,2.14827,2023-07-13,05:00
2023-07-1305:10:00,25.9,92.0,75.0,145.70312,3.4,3.14033,2023-07-13,05:10
